,name,na_sales,eu_sales,jp_sales,other_sales,global_sales
12538,Song of the Deep,0.05,0.0,0.0,0.01,0.06
12544,Dead Rising 2: Off the Record,0.04,0.02,0.0,0.01,0.06
12545,Flipnic: Ultimate Pinball,0.03,0.02,0.0,0.01,0.06
12553,The Witcher,0.0,0.05,0.0,0.01,0.06
12570,Coded Arms: Contagion,0.05,0.0,0.0,0.01,0.06
12573,S.T.A.L.K.E.R.: Call of Pripyat,0.0,0.05,0.0,0.01,0.06
12583,Create,0.04,0.01,0.0,0.01,0.06
12594,Commandos: Strike Force,0.03,0.02,0.0,0.01,0.06
12595,Mobile Suit Gundam: Gundam vs. Zeta Gundam,0.03,0.02,0.0,0.01,0.06
12598,Guilty Gear X: Advance Edition,0.04,0.02,0.0,0.0,0.06
12601,Warriors of the Lost Empire,0.05,0.0,0.0,0.0,0.06
12605,Devil's Third,0.04,0.02,0.0,0.01,0.06
12608,Star Trek: Tactical Assault,0.05,0.01,0.0,0.0,0.06
12609,Oddworld: Munch's Oddysee,0.04,0.02,0.0,0.0,0.06
12621,Broken Sword: The Shadow of the Templars,0.04,0.02,0.0,0.0,0.06
12622,Resident Evil - Code: Veronica X,0.05,0.01,0.0,0.0,0.06
12628,Trapt,0.03,0.02,0.0,0.01,0.06
12630,Lord of Magna: Maiden Heaven,0.0,0.0,0.06,0.0,0.06
12634,Worms 3D,0.04,0.01,0.0,0.0,0.06
12637,PoPoLoCrois,0.05,0.0,0.0,0.0,0.06
12638,Dragon Rage,0.03,0.02,0.0,0.01,0.06
12639,Theresia...,0.05,0.0,0.0,0.0,0.06
12640,Sacred 2: Fallen Angel,0.0,0.05,0.0,0.01,0.06
12642,Adventure Time: The Secret of the Nameless Kingdom,0.0,0.05,0.0,0.0,0.06
12643,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,0.05,0.0,0.0,0.0,0.06
12646,Jumper: Griffin's Story,0.05,0.0,0.0,0.0,0.06
12652,Tron 2.0: Killer App,0.04,0.01,0.0,0.0,0.06
12659,The Fast and the Furious,0.03,0.02,0.0,0.01,0.06
12669,Vampire Rain: Altered Species,0.05,0.0,0.0,0.0,0.06
12670,The History Channel: Battle for the Pacific,0.05,0.0,0.0,0.0,0.06
12672,Racing Gears Advance,0.04,0.02,0.0,0.0,0.06
12679,Inversion,0.03,0.02,0.0,0.01,0.06
12682,Need for Speed: Shift,0.0,0.05,0.0,0.01,0.06
12683,Mercury Meltdown,0.05,0.0,0.0,0.01,0.06
12684,Exist Archive: The Other Side of the Sky,0.01,0.0,0.05,0.0,0.06
12685,Zoo Tycoon 2,0.0,0.05,0.0,0.01,0.06
12689,Brave: A Warrior's Tale,0.05,0.01,0.0,0.0,0.06
12700,Fatal Frame,0.04,0.01,0.0,0.0,0.06
12701,Urban Chaos: Riot Response,0.03,0.02,0.0,0.01,0.06
12702,Tom Clancy's Ghost Recon: Advanced Warfighter,0.03,0.02,0.0,0.01,0.06
12705,Ivy the Kiwi?,0.04,0.02,0.0,0.0,0.06
12706,Resident Evil 2,0.04,0.01,0.0,0.0,0.06
12710,Catwoman,0.04,0.01,0.0,0.0,0.06
12714,Top Gun: Hard Lock,0.03,0.02,0.0,0.0,0.06
12716,Warriors Orochi 2,0.04,0.0,0.01,0.0,0.06
12717,Mana Khemia: Alchemists of Al-Revis,0.03,0.02,0.0,0.01,0.06
12720,Street Fighter V,0.0,0.05,0.0,0.0,0.06
12725,Zone of the Enders: The Fist of Mars,0.04,0.02,0.0,0.0,0.06
12729,MX vs. ATV Supercross Encore,0.0,0.05,0.0,0.01,0.06
12730,Gun Showdown,0.05,0.0,0.0,0.01,0.06
12734,Tiger Woods PGA Tour 08,0.05,0.0,0.0,0.0,0.06
12736,Constantine,0.04,0.01,0.0,0.0,0.06
12737,Tom Clancy's Splinter Cell: Double Agent,0.04,0.01,0.0,0.0,0.06
12742,Samurai Shodown Anthology,0.05,0.0,0.0,0.0,0.06
12743,S.T.A.L.K.E.R.: Shadow of Chernobyl,0.01,0.04,0.0,0.01,0.06
12744,Nanostray,0.05,0.0,0.0,0.0,0.06
12749,Samurai Jack: The Shadow of Aku,0.03,0.02,0.0,0.01,0.06
12752,Tropico 5,0.03,0.02,0.0,0.0,0.06
12757,Rugby World Cup 2015,0.0,0.05,0.0,0.01,0.06
12759,Lost Kingdoms II,0.04,0.01,0.0,0.0,0.06
12760,Aggressive Inline,0.04,0.01,0.0,0.0,0.06
12761,Viewtiful Joe: Red Hot Rumble,0.04,0.01,0.0,0.0,0.06
12763,Blade Dancer: Lineage of Light,0.05,0.0,0.0,0.0,0.06
12765,X-Men: Destiny,0.05,0.01,0.0,0.0,0.06
12768,The Sims 2: University,0.01,0.04,0.0,0.01,0.06
12770,Generation of Chaos,0.05,0.0,0.0,0.0,0.06
12774,Pump It Up: Exceed,0.03,0.02,0.0,0.01,0.06
12777,Tokyo Twilight Ghost Hunters,0.03,0.0,0.02,0.01,0.06
12779,MotorStorm RC,0.0,0.04,0.0,0.01,0.06
12783,Harry Potter and the Sorcerer's Stone,0.01,0.04,0.0,0.01,0.06
12787,Scurge: Hive,0.05,0.0,0.0,0.0,0.06
12789,Remember Me,0.0,0.05,0.0,0.0,0.06
12813,NBA Live 07,0.04,0.01,0.0,0.0,0.06
12823,Ride to Hell,0.04,0.01,0.0,0.01,0.06
12829,The Saboteur,0.0,0.05,0.0,0.01,0.06
12832,Hail to the Chimp,0.05,0.0,0.0,0.0,0.06
12833,Tom Clancy's Rainbow Six 3,0.04,0.01,0.0,0.0,0.06
12835,Rocket League,0.01,0.04,0.0,0.0,0.06
12843,V-Rally 3,0.03,0.02,0.0,0.01,0.06
12846,Mirror's Edge,0.0,0.05,0.0,0.01,0.06
12847,Titan Quest,0.01,0.04,0.0,0.01,0.06
12848,Amazing Island,0.04,0.01,0.0,0.0,0.06
12853,Izuna 2: The Unemployed Ninja Returns,0.05,0.0,0.0,0.0,0.06
12859,Gothic 3,0.0,0.05,0.0,0.01,0.06
12864,7 Days to Die,0.03,0.02,0.0,0.0,0.05
12868,Alvin and the Chipmunks,0.05,0.0,0.0,0.0,0.05
12869,Final Fight: Streetwise,0.03,0.02,0.0,0.01,0.05
12870,Speed Kings,0.04,0.01,0.0,0.0,0.05
12871,Rebelstar: Tactical Command,0.04,0.01,0.0,0.0,0.05
12872,F1 2010,0.0,0.05,0.0,0.01,0.05
12873,Gladiator: Sword of Vengeance,0.04,0.01,0.0,0.0,0.05
12876,Bombastic,0.03,0.02,0.0,0.01,0.05
12885,Coraline,0.05,0.0,0.0,0.0,0.05
12893,Wing Commander: Prophecy,0.04,0.01,0.0,0.0,0.05
12895,Marc Ecko's Getting Up: Contents Under Pressure,0.03,0.02,0.0,0.01,0.05
12898,Sega Soccer Slam,0.04,0.01,0.0,0.0,0.05
12899,Enemy Front,0.01,0.04,0.0,0.01,0.05
12910,Front Mission Evolved,0.05,0.0,0.0,0.0,0.05
12915,Dynasty Warriors 5,0.04,0.01,0.0,0.0,0.05
12928,Murdered: Soul Suspect,0.0,0.05,0.0,0.0,0.05
12931,Rez,0.03,0.02,0.0,0.01,0.05
12934,Neverland Card Battles,0.04,0.0,0.0,0.01,0.05
12935,Lufia: The Ruins of Lore,0.04,0.01,0.0,0.0,0.05
12936,UEFA Euro 2004: Portugal,0.04,0.01,0.0,0.0,0.05
12937,Airline Tycoon 2,0.0,0.04,0.0,0.01,0.05
12944,Medabots: Infinity,0.04,0.01,0.0,0.0,0.05
12956,IL-2 Sturmovik: Cliffs of Dover,0.0,0.04,0.0,0.01,0.05
12958,NFL Blitz Pro,0.04,0.01,0.0,0.0,0.05
12963,Black Sigil: Blade of the Exiled,0.05,0.0,0.0,0.0,0.05
12964,Death Jr. II: Root of Evil,0.05,0.0,0.0,0.0,0.05
12965,Wakeboarding Unleashed Featuring Shaun Murray,0.04,0.01,0.0,0.0,0.05
12966,Mighty No. 9,0.04,0.0,0.0,0.01,0.05
12969,Samurai Champloo: Sidetracked,0.03,0.02,0.0,0.01,0.05
12978,Medal of Honor: Airborne,0.0,0.04,0.0,0.01,0.05
12991,Men of War: Assault Squad,0.01,0.03,0.0,0.01,0.05
12994,Rhapsody: A Musical Adventure,0.05,0.0,0.0,0.0,0.05
13001,Dead Island Definitive Collection,0.02,0.03,0.0,0.0,0.05
13002,PAC-MAN and the Ghostly Adventures,0.03,0.01,0.0,0.0,0.05
13005,Virtua Striker 2002,0.01,0.0,0.03,0.0,0.05
13007,UEFA Champions League 2006-2007,0.04,0.01,0.0,0.0,0.05
13010,F1 2015,0.0,0.05,0.0,0.0,0.05
13014,Aliens in the Attic,0.05,0.0,0.0,0.0,0.05
13017,Hunted: The Demon's Forge,0.03,0.01,0.0,0.0,0.05
13025,Otogi 2: Immortal Warriors,0.04,0.01,0.0,0.0,0.05
13026,Legend of Kay,0.03,0.02,0.0,0.01,0.05
13028,Lucha Libre AAA: Heroes del Ring,0.05,0.0,0.0,0.0,0.05
13029,Piglet's Big Game,0.04,0.01,0.0,0.0,0.05
13030,Tom Clancy's HAWX 2,0.0,0.04,0.0,0.01,0.05
13032,Fallout: Brotherhood of Steel,0.04,0.01,0.0,0.0,0.05
13034,IndyCar Series,0.04,0.01,0.0,0.0,0.05
13041,Killing Floor 2 ,0.03,0.01,0.0,0.01,0.05
13043,Ferrari F355 Challenge,0.03,0.02,0.0,0.01,0.05
13048,Mortal Kombat X,0.01,0.04,0.0,0.0,0.05
13050,Cities in Motion,0.0,0.04,0.0,0.01,0.05
13051,Shifters,0.03,0.02,0.0,0.01,0.05
13055,Bladestorm: Nightmare,0.03,0.02,0.0,0.0,0.05
13056,TNA iMPACT: Cross the Line,0.05,0.0,0.0,0.0,0.05
13060,Sacred 3,0.03,0.02,0.0,0.0,0.05
13062,Venetica,0.0,0.04,0.0,0.01,0.05
13063,Operation Flashpoint: Dragon Rising,0.02,0.03,0.0,0.01,0.05
13068,Wasteland 2,0.04,0.01,0.0,0.01,0.05
13072,MorphX,0.05,0.0,0.0,0.0,0.05
13074,Sigma Star Saga,0.04,0.01,0.0,0.0,0.05
13087,FIFA Soccer 2004,0.04,0.01,0.0,0.0,0.05
13092,Disney's Party,0.04,0.01,0.0,0.0,0.05
13093,The Bureau: XCOM Declassified,0.0,0.05,0.0,0.0,0.05
13095,Nanostray 2,0.03,0.01,0.0,0.0,0.05
13097,Dokapon Journey,0.05,0.0,0.0,0.0,0.05
13100,Metal Slug Anthology,0.02,0.0,0.02,0.01,0.05
13101,Back to the Future: The Game,0.05,0.0,0.0,0.0,0.05
13103,Phantom Crash,0.03,0.01,0.01,0.0,0.05
13104,Yanya Caballista: City Skater,0.02,0.02,0.0,0.01,0.05
13110,The Typing of the Dead,0.0,0.0,0.05,0.0,0.05
13118,Jenga World Tour,0.05,0.0,0.0,0.0,0.05
13120,Tenchu: Dark Secret,0.03,0.0,0.01,0.0,0.05
13122,Shrek Super Party,0.04,0.01,0.0,0.0,0.05
13131,Second Sight,0.04,0.01,0.0,0.0,0.05
13139,Rave Master,0.0,0.0,0.05,0.0,0.05
13140,Bejeweled Twist,0.01,0.04,0.0,0.01,0.05
13144,Steins;Gate 0,0.0,0.0,0.05,0.0,0.05
13145,Ivy the Kiwi?,0.04,0.0,0.0,0.0,0.05
13148,Hail to the Chimp,0.05,0.0,0.0,0.0,0.05
13149,Alias,0.04,0.01,0.0,0.0,0.05
13156,OutRun 2006: Coast 2 Coast,0.02,0.01,0.01,0.0,0.05
13164,Arx Fatalis,0.04,0.01,0.0,0.0,0.05
13173,Zumba Fitness Core,0.0,0.05,0.0,0.0,0.05
13175,Guilty Gear Dust Strikers,0.05,0.0,0.0,0.0,0.05
13176,Dark Summit,0.04,0.01,0.0,0.0,0.05
13186,Star Wars: Republic Commando,0.0,0.04,0.0,0.01,0.05
13189,The Lost Vikings,0.04,0.01,0.0,0.0,0.05
13202,Plants vs. Zombies,0.0,0.04,0.0,0.01,0.05
13204,Secret Files: Tunguska,0.04,0.01,0.0,0.0,0.05
13206,Stretch Panic,0.02,0.02,0.0,0.01,0.05
13211,PQ2: Practical Intelligence Quotient,0.04,0.0,0.0,0.0,0.05
13215,Metroid Prime: Federation Force,0.02,0.01,0.01,0.0,0.05
13221,DiRT 2,0.0,0.04,0.0,0.01,0.05
13222,Payday 2,0.04,0.0,0.0,0.01,0.05
13224,Woody Woodpecker: Escape from Buzz Buzzard Park,0.02,0.02,0.0,0.01,0.05
13227,Furu Furu Park,0.05,0.0,0.0,0.0,0.05
13228,Hatsune Miku: Project Diva X,0.02,0.0,0.02,0.0,0.05
13239,Whirl Tour,0.04,0.01,0.0,0.0,0.05
13241,Grand Ages: Medieval,0.0,0.05,0.0,0.0,0.05
13251,Saints Row: Gat out of Hell,0.0,0.04,0.0,0.01,0.05
13253,Stunt GP,0.02,0.02,0.0,0.01,0.05
13260,Plants vs. Zombies: Garden Warfare 2,0.0,0.04,0.0,0.0,0.05
13266,Singularity,0.0,0.04,0.0,0.01,0.05
13267,NASCAR Heat Evolution,0.04,0.0,0.0,0.01,0.05
13269,Ms Saga: A New Dawn,0.02,0.02,0.0,0.01,0.05
13271,Child of Light,0.0,0.01,0.04,0.0,0.05
13276,GrimGrimoire,0.01,0.01,0.03,0.0,0.05
13280,Deadliest Catch: Alaskan Storm,0.04,0.0,0.0,0.0,0.05
13284,Crime Life: Gang Wars,0.04,0.01,0.0,0.0,0.05
13286,Rugby 2005,0.04,0.01,0.0,0.0,0.05
13287,"Warhammer 40,000: Dawn of War",0.01,0.03,0.0,0.01,0.05
13289,Rock 'N Roll Racing,0.03,0.01,0.0,0.0,0.05
13291,Silhouette Mirage,0.03,0.02,0.0,0.0,0.05
13292,Dynasty Warriors Vol. 2,0.04,0.0,0.0,0.0,0.05
13293,Freelancer,0.02,0.02,0.0,0.01,0.05
13297,LEGO Indiana Jones 2: The Adventure Continues,0.02,0.03,0.0,0.01,0.05
13301,Rugby 06,0.02,0.02,0.0,0.01,0.05
13302,Fatal Frame II: Crimson Butterfly Director's Cut,0.04,0.01,0.0,0.0,0.05
13303,2002 FIFA World Cup,0.04,0.01,0.0,0.0,0.05
13304,The Lord of the Rings: The Battle for Middle-Earth II,0.0,0.04,0.0,0.0,0.05
13306,Need for Speed Carbon,0.0,0.04,0.0,0.01,0.05
13307,Colin McRae Rally 2005,0.04,0.01,0.0,0.0,0.05
13310,Saiyuki: Journey West,0.03,0.02,0.0,0.0,0.05
13328,Empire Earth,0.0,0.04,0.0,0.01,0.05
13330,DuckTales: Remastered,0.01,0.03,0.0,0.01,0.05
13332,Worms Reloaded,0.0,0.04,0.0,0.01,0.05
13337,StarCraft,0.0,0.04,0.0,0.01,0.05
13339,World Championship Pool 2004,0.02,0.02,0.0,0.01,0.05
13342,B-Boy,0.04,0.0,0.0,0.0,0.05
13343,Kakuto Chojin,0.04,0.01,0.0,0.0,0.05
13348,Need for Speed Underground,0.0,0.04,0.0,0.01,0.05
13356,Moon,0.04,0.0,0.0,0.0,0.05
13357,Snoopy vs the Red Baron,0.04,0.0,0.0,0.0,0.05
13359,Virtua Tennis 3,0.02,0.02,0.0,0.01,0.05
13360,Raze's Hell,0.04,0.01,0.0,0.0,0.05
13361,Far Cry,0.0,0.04,0.0,0.01,0.05
13366,Hoshigami: Ruining Blue Earth,0.03,0.02,0.0,0.0,0.05
13371,NightCaster II: Equinox,0.03,0.01,0.0,0.0,0.05
13376,Ship Simulator Extremes,0.0,0.04,0.0,0.01,0.05
13378,Time Crisis: Project Titan,0.03,0.02,0.0,0.0,0.05
13382,Ys: The Ark of Napishtim,0.04,0.0,0.0,0.0,0.05
13385,Pro Evolution Soccer 2017,0.01,0.03,0.0,0.0,0.05
13386,FIFA Soccer 10,0.0,0.04,0.0,0.01,0.05
13389,Tom Clancy's Rainbow Six: Lockdown,0.04,0.01,0.0,0.0,0.05
13393,The Sims,0.01,0.03,0.0,0.01,0.05
13396,FIFA Manager 12,0.0,0.03,0.0,0.01,0.05
13398,Gitaroo Man,0.02,0.02,0.0,0.01,0.05
13413,Cabela's Trophy Bucks,0.04,0.0,0.0,0.0,0.05
13414,XCOM 2,0.02,0.02,0.0,0.0,0.05
13415,Yaiba: Ninja Gaiden Z,0.03,0.01,0.0,0.0,0.05
13417,Rock of the Dead,0.04,0.0,0.0,0.0,0.05
13424,Code Lyoko,0.03,0.01,0.0,0.0,0.05
13427,Pool Party,0.04,0.0,0.0,0.0,0.05
13428,Rapala Fishing Frenzy 2009,0.04,0.0,0.0,0.0,0.05
13431,Company of Heroes,0.0,0.04,0.0,0.01,0.05
13433,Wonder World Amusement Park,0.04,0.0,0.0,0.0,0.05
13438,Ride 2,0.0,0.04,0.0,0.01,0.05
13439,Wing Island,0.03,0.01,0.01,0.0,0.05
13440,Silent Hunter: Wolves of the Pacific,0.0,0.04,0.0,0.01,0.05
13444,Wrath Unleashed,0.03,0.01,0.0,0.0,0.05
13445,March of the Penguins,0.04,0.0,0.0,0.0,0.05
13451,Double Dragon Advance,0.03,0.01,0.0,0.0,0.05
13457,The Bible Game,0.03,0.01,0.0,0.0,0.05
13458,Bubble Bobble Revolution,0.04,0.0,0.0,0.0,0.05
13461,Yager,0.03,0.01,0.0,0.0,0.05
13465,Root Letter,0.0,0.03,0.01,0.01,0.05
13466,Futurama,0.03,0.01,0.0,0.0,0.05
13467,Supreme Commander,0.0,0.04,0.0,0.01,0.05
13468,Pool Hall Pro,0.04,0.0,0.0,0.0,0.05
13469,Wolfenstein,0.01,0.03,0.0,0.01,0.05
13473,Microsoft Train Simulator,0.0,0.04,0.0,0.01,0.05
13478,Resident Evil 6,0.04,0.0,0.0,0.0,0.05
13481,Assassin's Creed: Altair's Chronicles,0.03,0.01,0.0,0.0,0.05
13484,Bad Boys: Miami Takedown,0.03,0.01,0.0,0.0,0.05
13488,Fantastic Four: Rise of the Silver Surfer,0.04,0.01,0.0,0.0,0.05
13493,Pony Friends,0.0,0.04,0.0,0.01,0.04
13500,Art of Fighting Anthology,0.02,0.02,0.0,0.01,0.04
13502,Sébastien Loeb Rally Evo,0.0,0.04,0.0,0.01,0.04
13504,Lux-Pain,0.04,0.0,0.0,0.0,0.04
13513,Guilty Gear XX Accent Core,0.0,0.0,0.04,0.0,0.04
13519,Mafia,0.0,0.04,0.0,0.01,0.04
13520,Disney's Donald Duck: Goin' Quackers,0.03,0.01,0.0,0.0,0.04
13524,Operation Flashpoint: Elite,0.03,0.01,0.0,0.0,0.04
13526,Fantastic Four: Rise of the Silver Surfer,0.04,0.0,0.0,0.0,0.04
13528,Virtua Tennis 3,0.03,0.01,0.0,0.0,0.04
13530,Front Mission,0.01,0.0,0.03,0.0,0.04
13534,Tropico 3,0.0,0.04,0.0,0.01,0.04
13535,Boktai 2: Solar Boy Django,0.03,0.01,0.0,0.0,0.04
13536,Life is Strange,0.01,0.04,0.0,0.0,0.04
13550,Battlezone,0.02,0.02,0.0,0.01,0.04
13560,Pro Evolution Soccer 2016,0.0,0.04,0.0,0.0,0.04
13561,The Dark Spire,0.04,0.0,0.0,0.0,0.04
13562,Teenage Mutant Ninja Turtles: Mutants in Manhattan,0.03,0.01,0.0,0.0,0.04
13566,Runaway: A Twist of Fate,0.0,0.04,0.0,0.01,0.04
13573,FlatOut 2,0.03,0.01,0.0,0.0,0.04
13575,Rogue Trooper,0.02,0.02,0.0,0.01,0.04
13576,Backyard Baseball '09,0.04,0.0,0.0,0.0,0.04
13579,Tom Clancy's HAWX,0.0,0.03,0.0,0.01,0.04
13580,Enemy Front,0.02,0.02,0.0,0.0,0.04
13589,Shantae and the Pirate's Curse,0.01,0.0,0.03,0.0,0.04
13591,Dai Senryaku VII: Modern Military Tactics,0.03,0.01,0.0,0.0,0.04
13597,Castle of Shikigami III,0.04,0.0,0.0,0.0,0.04
13598,Nobunaga's Ambition: Sphere of Influence,0.03,0.0,0.0,0.01,0.04
13599,FIFA Street 2,0.04,0.0,0.0,0.0,0.04
13601,City Life: World Edition,0.0,0.04,0.0,0.0,0.04
13605,Corpse Party: Book of Shadows,0.0,0.0,0.04,0.0,0.04
13612,WarTech: Senko no Ronde,0.04,0.0,0.0,0.0,0.04
13620,IL-2 Sturmovik: 1946,0.0,0.04,0.0,0.01,0.04
13624,Red Ninja: End of Honor,0.02,0.02,0.0,0.01,0.04
13625,Praetorians,0.0,0.04,0.0,0.0,0.04
13628,Smash Court Tennis 3,0.01,0.01,0.01,0.01,0.04
13632,LEGO Friends,0.0,0.04,0.0,0.0,0.04
13637,SPRay,0.04,0.0,0.0,0.0,0.04
13638,Outlaw Tennis,0.03,0.01,0.0,0.0,0.04
13644,Brothers: A Tale of Two Sons,0.03,0.01,0.0,0.0,0.04
13647,Attack of the Movies 3D,0.04,0.0,0.0,0.0,0.04
13655,Secret Files: Tunguska,0.0,0.04,0.0,0.0,0.04
13658,NASCAR 07,0.03,0.01,0.0,0.0,0.04
13659,Dance Dance Revolution Disney Mix,0.02,0.02,0.0,0.0,0.04
13668,Nitroplus Blasterz: Heroines Infinite Duel,0.01,0.0,0.02,0.0,0.04
13670,Thrillville: Off the Rails,0.03,0.01,0.0,0.0,0.04
13672,Bloody Roar Extreme,0.03,0.01,0.0,0.0,0.04
13674,Split/Second,0.0,0.04,0.0,0.01,0.04
13676,Resident Evil 6,0.0,0.04,0.0,0.0,0.04
13678,Dead Head Fred,0.04,0.0,0.0,0.0,0.04
13690,Ride to Hell,0.02,0.01,0.0,0.01,0.04
13691,Need for Speed: ProStreet,0.0,0.04,0.0,0.01,0.04
13692,Digimon Rumble Arena 2,0.03,0.01,0.0,0.0,0.04
13695,Gravity Falls: Legend of the Gnome Gemulets,0.03,0.0,0.0,0.0,0.04
13696,Rodea the Sky Soldier,0.03,0.0,0.0,0.0,0.04
13704,Hellboy: The Science of Evil,0.04,0.0,0.0,0.0,0.04
13710,The Sims Deluxe,0.01,0.02,0.0,0.01,0.04
13715,LEGO Indiana Jones: The Original Adventures,0.02,0.02,0.0,0.0,0.04
13717,The Sims 2: Pets,0.01,0.02,0.0,0.01,0.04
13718,Deadliest Warrior: Ancient Combat,0.04,0.0,0.0,0.0,0.04
13724,The Kore Gang,0.04,0.0,0.0,0.0,0.04
13730,Rugby Challenge 3,0.0,0.04,0.0,0.01,0.04
13733,Blood Bowl,0.02,0.02,0.0,0.0,0.04
13734,Port Royale 2,0.0,0.03,0.0,0.01,0.04
13735,Star Trek: Shattered Universe,0.03,0.01,0.0,0.0,0.04
13736,Company of Heroes: Tales of Valor,0.0,0.03,0.0,0.01,0.04
13740,Guilty Gear XX Accent Core,0.03,0.0,0.0,0.0,0.04
13742,WarJetz,0.02,0.02,0.0,0.01,0.04
13748,Devil May Cry 4,0.01,0.02,0.0,0.01,0.04
13755,Barnyard,0.04,0.0,0.0,0.0,0.04
13761,Test Drive: Ferrari Legends,0.04,0.0,0.0,0.01,0.04
13762,Heroes of Might and Magic V,0.0,0.03,0.0,0.01,0.04
13770,Metal Gear Solid: Digital Graphic Novel,0.02,0.0,0.02,0.0,0.04
13772,Aeon Flux,0.02,0.02,0.0,0.01,0.04
13774,Age of Mythology: The Titans,0.02,0.02,0.0,0.0,0.04
13777,Psycho-Pass: Mandatory Happiness,0.03,0.0,0.0,0.01,0.04
13779,Virtua Tennis 4,0.0,0.03,0.0,0.01,0.04
13781,Shattered Union,0.03,0.01,0.0,0.0,0.04
13787,Unchained Blades ,0.0,0.0,0.04,0.0,0.04
13788,Terraria,0.0,0.04,0.0,0.0,0.04
13790,Company of Heroes: Opposing Fronts,0.01,0.03,0.0,0.01,0.04
13805,Superman: Countdown to Apokolips,0.03,0.01,0.0,0.0,0.04
13811,Worms 4: Mayhem,0.03,0.01,0.0,0.0,0.04
13813,Rise of Nations,0.01,0.02,0.0,0.01,0.04
13817,Men of War: Vietnam,0.0,0.03,0.0,0.01,0.04
13819,Imperial Glory,0.0,0.04,0.0,0.0,0.04
13823,Antz Extreme Racing,0.02,0.02,0.0,0.01,0.04
13833,Samurai Warriors 2: Empires,0.03,0.0,0.01,0.0,0.04
13834,Metal Slug XX,0.03,0.0,0.0,0.0,0.04
13836,Patrician IV,0.03,0.0,0.0,0.0,0.04
13838,Fisherman's Challenge,0.02,0.02,0.0,0.01,0.04
13842,Resident Evil: Revelations,0.0,0.04,0.0,0.0,0.04
13847,The Da Vinci Code,0.03,0.01,0.0,0.0,0.04
13855,Pure Pinball,0.03,0.01,0.0,0.0,0.04
13869,Headhunter: Redemption,0.02,0.01,0.0,0.0,0.04
13874,Dead Rising,0.02,0.0,0.01,0.01,0.04
13876,Grand Theft Auto: Vice City,0.0,0.03,0.0,0.01,0.04
13880,Surf's Up,0.03,0.0,0.0,0.0,0.04
13885,SWAT: Target Liberty,0.03,0.0,0.0,0.0,0.04
13886,Twin Strike: Operation Thunder,0.04,0.0,0.0,0.0,0.04
13887,CSI: Fatal Conspiracy,0.0,0.03,0.0,0.01,0.04
13888,Bomberman: Act Zero,0.04,0.0,0.0,0.0,0.04
13890,Empire Earth III,0.0,0.03,0.0,0.01,0.04
13895,Resident Evil: Operation Raccoon City,0.0,0.03,0.0,0.01,0.04
13899,Dreamfall: The Longest Journey,0.03,0.01,0.0,0.0,0.04
13904,JASF: Jane's Advanced Strike Fighters,0.02,0.01,0.0,0.0,0.04
13918,Brothers In Arms DS,0.03,0.0,0.0,0.0,0.04
13927,Colin McRae Rally 3,0.03,0.01,0.0,0.0,0.04
13931,TMNT,0.03,0.01,0.0,0.0,0.04
13936,Stolen,0.02,0.01,0.0,0.0,0.04
13939,Stoked: Big Air Edition,0.02,0.02,0.0,0.0,0.04
13942,LEGO Jurassic World,0.0,0.04,0.0,0.0,0.04
13943,Pro Race Driver,0.03,0.01,0.0,0.0,0.04
13951,The Movies,0.01,0.03,0.0,0.01,0.04
13958,FIFA World Cup Germany 2006,0.03,0.0,0.0,0.0,0.04
13964,Supreme Commander: Forged Alliance,0.01,0.02,0.0,0.0,0.04
13968,Dragon Ball: Advanced Adventure,0.03,0.01,0.0,0.0,0.04
13974,Lost Planet 3,0.0,0.04,0.0,0.0,0.04
13977,Echo Night Beyond,0.02,0.01,0.0,0.0,0.04
13978,Meteos: Disney Magic,0.01,0.02,0.0,0.0,0.04
13985,Beyblade Evolution,0.02,0.01,0.0,0.0,0.04
13988,Castlevania: Lords of Shadow 2,0.01,0.03,0.0,0.0,0.04
13989,Greg Hastings' Tournament Paintball Max'd,0.03,0.0,0.0,0.0,0.04
13992,Halo: Combat Evolved,0.02,0.02,0.0,0.0,0.04
13994,Exist Archive: The Other Side of the Sky,0.01,0.0,0.03,0.0,0.04
13996,Little Red Riding Hood's Zombie BBQ,0.03,0.0,0.0,0.0,0.04
14002,Assassin's Creed Chronicles: China,0.0,0.03,0.0,0.01,0.04
14004,Worms: Ultimate Mayhem,0.0,0.03,0.0,0.0,0.04
14005,Rugby 08,0.02,0.01,0.0,0.0,0.04
14008,Caesar IV,0.0,0.03,0.0,0.01,0.04
14010,Ferrari Challenge Trofeo Pirelli,0.0,0.03,0.0,0.01,0.04
14011,Cy Girls,0.02,0.01,0.0,0.0,0.04
14012,Ray Gigant,0.0,0.0,0.04,0.0,0.04
14013,APB Reloaded,0.02,0.01,0.0,0.0,0.04
14018,Bubble Bobble Double Shot,0.03,0.0,0.0,0.0,0.04
14019,Bionicle Heroes,0.03,0.0,0.0,0.0,0.04
14020,Harry Potter and the Order of the Phoenix,0.0,0.03,0.0,0.0,0.04
14023,C.O.R.E.,0.03,0.0,0.0,0.0,0.04
14027,Chaos Wars,0.0,0.0,0.04,0.0,0.04
14028,Steambot Chronicles,0.02,0.01,0.0,0.0,0.04
14035,Scaler,0.03,0.01,0.0,0.0,0.04
14038,Scarface: The World is Yours,0.01,0.02,0.0,0.0,0.04
