,name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,worldwide_sales
13497,Forza Motorsport 3: Ultimate Edition,Xbox 360,2010,Racing,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05
13498,The King of Fighters 2002: Unlimited Match,PlayStation 2,2009,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04
13499,Looney Tunes: Cartoon Conductor,DS,2008,Misc,Eidos Interactive,0.04,0.0,0.0,0.0,0.04
13500,Art of Fighting Anthology,PlayStation 2,2006,Fighting,Crave Entertainment,0.02,0.02,0.0,0.01,0.05
13501,Ford Bold Moves Street Racing,PlayStation Portable,2006,Racing,Xplosiv,0.04,0.0,0.0,0.0,0.04
13502,Sébastien Loeb Rally Evo,PlayStation 4,2016,Racing,Milestone S.r.l,0.0,0.04,0.0,0.01,0.05
13503,The Tale of Despereaux,Wii,2008,Platform,Brash Entertainment,0.04,0.0,0.0,0.0,0.04
13504,Lux-Pain,DS,2008,Adventure,Rising Star Games,0.04,0.0,0.0,0.0,0.04
13505,Rapala Trophies,PlayStation Portable,2006,Sports,Activision,0.04,0.0,0.0,0.0,0.04
13506,Phoenix Wright: Revived Turnabout,DS,2008,Misc,Capcom,0.0,0.0,0.04,0.0,0.04
13507,Mana Khemia: Alchemists of Al-Revis (JP sales),PlayStation 2,2007,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04
13508,Active Life: Magical Carnival,Wii,2011,Misc,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04
13509,National Geographic Panda (US sales),DS,2008,Simulation,Ubisoft,0.04,0.0,0.0,0.0,0.04
13510,The Hustle: Detroit Streets,PlayStation 2,2006,Sports,Activision,0.02,0.02,0.0,0.01,0.05
13511,Tomoyo After: It's a Wonderful Life CS Edition,PlayStation Portable,2009,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04
13513,Guilty Gear XX Accent Core,PlayStation 2,2007,Fighting,Unknown,0.0,0.0,0.04,0.0,0.04
13514,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,2005,Misc,Success,0.0,0.0,0.04,0.0,0.04
13515,Cheer We Go!,DS,2010,Misc,Natsume,0.04,0.0,0.0,0.0,0.04
13516,Monster High: New Ghoul in School,3DS,2015,Action,Little Orbit,0.0,0.04,0.0,0.0,0.04
13517,Millipede / Super Breakout / Lunar Lander,Game Boy Advance,2005,Misc,Zoo Digital Publishing,0.03,0.01,0.0,0.0,0.04
13518,Grey's Anatomy: The Video Game,DS,2009,Adventure,Ubisoft,0.03,0.01,0.0,0.0,0.04
13519,Mafia,PC,2002,Action,Take-Two Interactive,0.0,0.04,0.0,0.01,0.05
13520,Disney's Donald Duck: Goin' Quackers,GameCube,2002,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.04
13521,World Trigger: Borderless Mission,PlayStation Vita,2015,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13522,Assault Rigs,PlayStation,1996,Action,Electronic Arts Victor,0.02,0.02,0.0,0.0,0.04
13523,Yes! PreCure 5,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13524,Operation Flashpoint: Elite,Xbox,2005,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.04
13525,Candace Kane's Candy Factory,DS,2008,Action,Destineer,0.04,0.0,0.0,0.0,0.04
13526,Fantastic Four: Rise of the Silver Surfer,DS,2007,Action,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04
13527,Nanda's Island,DS,2009,Puzzle,Phenomedia,0.04,0.0,0.0,0.0,0.04
13528,Virtua Tennis 3,Xbox 360,2007,Sports,Sega,0.03,0.01,0.0,0.0,0.04
13529,"Roswell Conspiracies: Aliens, Myths & Legends",PlayStation,2001,Action,Red Storm Entertainment,0.02,0.02,0.0,0.0,0.04
13530,Front Mission,DS,2007,Strategy,Square Enix,0.01,0.0,0.03,0.0,0.04
13531,Sushi Go-Round,DS,2010,Simulation,Asylum Entertainment,0.04,0.0,0.0,0.0,0.04
13532,World Championship Spelling,DS,2010,Misc,505 Games,0.04,0.0,0.0,0.0,0.04
13533,Sekai no Gohan Shaberu! DS Oryouri Navi,DS,2008,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04
13534,Tropico 3,PC,2009,Strategy,Kalypso Media,0.0,0.04,0.0,0.01,0.05
13535,Boktai 2: Solar Boy Django,Game Boy Advance,2004,Role-Playing,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04
13536,Life is Strange,PC,2016,Adventure,Square Enix,0.01,0.04,0.0,0.0,0.05
13537,Angelique Duet,PlayStation,1998,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13538,Nobunaga's Ambition (3DS),3DS,2013,Simulation,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13539,Jewel Master: Cradle Of Rome 2,PC,2011,Puzzle,Rising Star Games,0.0,0.04,0.0,0.01,0.05
13540,Shin Fortune Quest: Sokutaku no Kishi,PlayStation,1996,Misc,Media Works,0.0,0.0,0.04,0.0,0.04
13541,Tsumiki: Block Drop Mania,DS,2007,Action,Nobilis,0.04,0.0,0.0,0.0,0.04
13542,Crushed Baseball,Game Boy Advance,2004,Sports,Summitsoft,0.03,0.01,0.0,0.0,0.04
13543,Dark Arena,Game Boy Advance,2002,Shooter,THQ,0.03,0.01,0.0,0.0,0.04
13544,Kamen Rider: Battride War Genesis,PlayStation 3,2016,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13545,Heatseeker,PlayStation Portable,2007,Action,Codemasters,0.04,0.0,0.0,0.0,0.04
13546,Family Fortunes,DS,2009,Misc,Mindscape,0.0,0.04,0.0,0.0,0.04
13547,TOCA Race Driver 2,Xbox,2004,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04
13548,My Body Coach,Wii,2009,Sports,Big Ben Interactive,0.0,0.04,0.0,0.0,0.04
13549,Shaun the Sheep,DS,2008,Adventure,D3Publisher,0.04,0.0,0.0,0.0,0.04
13550,Battlezone,PlayStation 4,2016,Action,Rebellion Developments,0.02,0.02,0.0,0.01,0.05
13551,I.Q. Remix+: Intelligent Qube,PlayStation 2,2000,Puzzle,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04
13552,Growlanser,PlayStation Portable,2009,Role-Playing,Atlus,0.0,0.0,0.04,0.0,0.04
13553,Card Fight!! Vanguard G: Stride to Victory!!,3DS,2016,Misc,FuRyu,0.0,0.0,0.04,0.0,0.04
13554,Trollz: Hair Affair!,Game Boy Advance,2005,Misc,Ubisoft,0.03,0.01,0.0,0.0,0.04
13555,Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PlayStation 2,2007,Misc,Paon,0.0,0.0,0.04,0.0,0.04
13556,Grand Slam,PlayStation,1997,Misc,Virgin Interactive,0.02,0.02,0.0,0.0,0.04
13557,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,2009,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13558,The King of Fighters 2000,PlayStation 2,2002,Fighting,Playmore,0.0,0.0,0.04,0.0,0.04
13559,Hyperdimension Neptunia mk2,PlayStation Vita,2014,Action,Compile Heart,0.0,0.0,0.04,0.0,0.04
13560,Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,0.0,0.04,0.0,0.0,0.04
13561,The Dark Spire,DS,2008,Role-Playing,Success,0.04,0.0,0.0,0.0,0.04
13562,Teenage Mutant Ninja Turtles: Mutants in Manhattan,Xbox One,2016,Action,Activision,0.03,0.01,0.0,0.0,0.04
13563,Puyo Puyo Tetris,PlayStation 3,2014,Puzzle,Sega,0.0,0.0,0.04,0.0,0.04
13564,D.C.F.S.: Da Capo Four Seasons,PlayStation 2,2005,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04
13566,Runaway: A Twist of Fate,PC,2009,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.05
13567,Disney's Meet the Robinsons,GameCube,2007,Action,Disney Interactive Studios,0.03,0.01,0.0,0.0,0.04
13568,Hanayori Danshi: Koi Seyo Onago,DS,2008,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
13569,Refrain no Chika Meikyuu to Majo no Ryodan,PlayStation Vita,2016,Action,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04
13570,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,2009,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04
13571,Disney Planes Fire & Rescue,Wii,2014,Action,Disney Interactive Studios,0.0,0.04,0.0,0.0,0.04
13573,FlatOut 2,Xbox,2006,Racing,Empire Interactive,0.03,0.01,0.0,0.0,0.04
13574,Gem Smashers,3DS,2011,Platform,Crave Entertainment,0.04,0.0,0.0,0.0,0.04
13575,Rogue Trooper,PlayStation 2,2006,Shooter,Eidos Interactive,0.02,0.02,0.0,0.01,0.05
13576,Backyard Baseball '09,Wii,2008,Sports,Atari,0.04,0.0,0.0,0.0,0.04
13577,Spy Fiction,PlayStation 2,2003,Action,Sega,0.02,0.02,0.0,0.01,0.05
13578,Justice League: Chronicles,Game Boy Advance,2003,Platform,Midway Games,0.03,0.01,0.0,0.0,0.04
13579,Tom Clancy's HAWX,PC,2009,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04
13580,Enemy Front,Xbox 360,2014,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04
13581,Doko Demo Issho: Let's Gakkou!,PlayStation Portable,2006,Misc,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04
13582,Conflict: Desert Storm II - Back to Bagdhad,GameCube,2004,Shooter,SCi,0.03,0.01,0.0,0.0,0.04
13583,Honda ATV Fever,Wii,2010,Racing,Storm City Games,0.04,0.0,0.0,0.0,0.04
13584,Top Gun,DS,2006,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04
13585,M&M's Beach Party,Wii,2009,Misc,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.04
13586,B's-LOG Party♪,PlayStation Portable,2010,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
13587,King Arthur,GameCube,2004,Action,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04
13588,Chicken Shoot,Game Boy Advance,2005,Action,Zoo Digital Publishing,0.03,0.01,0.0,0.0,0.04
13589,Shantae and the Pirate's Curse,3DS,2015,Platform,Rising Star Games,0.01,0.0,0.03,0.0,0.04
13590,Yowamushi Pedal,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13591,Dai Senryaku VII: Modern Military Tactics,Xbox,2003,Strategy,Kool Kizz,0.03,0.01,0.0,0.0,0.04
13592,White Album 2: Shiawase no Mukougawa,PlayStation 3,2012,Adventure,Aqua Plus,0.0,0.0,0.04,0.0,0.04
13593,Monster Trux Arenas: Special Edition,Wii,2007,Racing,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04
13594,Avatar: The Game,PC,2009,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05
13596,Advance Guardian Heroes,Game Boy Advance,2004,Role-Playing,Ubisoft,0.03,0.01,0.0,0.0,0.04
13597,Castle of Shikigami III,Wii,2007,Shooter,PQube,0.04,0.0,0.0,0.0,0.04
13598,Nobunaga's Ambition: Sphere of Influence,PlayStation 4,2014,Strategy,Tecmo Koei,0.03,0.0,0.0,0.01,0.04
13599,FIFA Street 2,DS,2006,Sports,Electronic Arts,0.04,0.0,0.0,0.0,0.04
13600,Star X,Game Boy Advance,2002,Shooter,BAM! Entertainment,0.03,0.01,0.0,0.0,0.04
13601,City Life: World Edition,PC,2007,Simulation,Monte Christo Multimedia,0.0,0.04,0.0,0.0,0.04
13602,The King of Fighters Kyo,PlayStation,1998,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04
13603,Record of Agarest War: Marriage,PlayStation Portable,2012,Role-Playing,Compile Heart,0.0,0.0,0.04,0.0,0.04
13604,San-X Land: Theme Park de Asobou!,DS,2006,Action,MTO,0.0,0.0,0.04,0.0,0.04
13605,Corpse Party: Book of Shadows,PlayStation Portable,2011,Adventure,5pb,0.0,0.0,0.04,0.0,0.04
13606,428: Fuusa Sareta Shibuya de,PlayStation Portable,2009,Adventure,Spike,0.0,0.0,0.04,0.0,0.04
13607,Starry ? Sky: After Spring,PlayStation Portable,2009,Misc,Aqua Plus,0.0,0.0,0.04,0.0,0.04
13608,Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PlayStation 2,2006,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
13609,Mechanic Escape,PlayStation 3,2012,Platform,D3Publisher,0.0,0.0,0.04,0.0,0.04
13611,Naruto Shippuden: Dairansen! Kage Bunshin Emaki,DS,2008,Action,Takara Tomy,0.0,0.0,0.04,0.0,0.04
13612,WarTech: Senko no Ronde,Xbox 360,2006,Fighting,Ubisoft,0.04,0.0,0.0,0.0,0.04
13613,Twilight Syndrome: Kinjiratera Toshi Densetsu,DS,2008,Adventure,Spike,0.0,0.0,0.04,0.0,0.04
13614,True Love Story 3,PlayStation 2,2001,Simulation,Enterbrain,0.0,0.0,0.04,0.0,0.04
13615,Jerry Rice and Nitus' Dog Football,Wii,2011,Sports,Tommo,0.04,0.0,0.0,0.0,0.04
13616,Little Battlers eXperience W,PlayStation Vita,2012,Role-Playing,Level 5,0.0,0.0,0.04,0.0,0.04
13617,The Smurfs,PlayStation,1998,Action,Infogrames,0.02,0.02,0.0,0.0,0.04
13618,Teenage Mutant Ninja Turtles: Mutants in Manhattan,Xbox 360,2016,Action,Activision,0.01,0.03,0.0,0.0,0.04
13619,Strike Force Bowling,Xbox,2004,Sports,Crave Entertainment,0.03,0.01,0.0,0.0,0.04
13620,IL-2 Sturmovik: 1946,PC,2006,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05
13621,Chessmaster,Game Boy Advance,2002,Misc,Ubisoft,0.03,0.01,0.0,0.0,0.04
13622,Blood Will Tell: Tezuka Osamu's Dororo,PlayStation 2,2004,Adventure,Sega,0.02,0.02,0.0,0.01,0.05
13623,Coraline,DS,2009,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04
13624,Red Ninja: End of Honor,PlayStation 2,2005,Action,Vivendi Games,0.02,0.02,0.0,0.01,0.05
13625,Praetorians,PC,2003,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04
13626,Kids Learn Music A+ Edition,DS,2011,Misc,Unknown,0.04,0.0,0.0,0.0,0.04
13627,The Wolf Among Us,PlayStation Vita,2014,Adventure,Telltale Games,0.03,0.0,0.0,0.01,0.04
13628,Smash Court Tennis 3,PlayStation Portable,2007,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04
13629,Kanuchi: Shiroki Tsubasa no Shou,PlayStation 2,2008,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
13630,SX Superstar,Xbox,2003,Racing,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.04
13631,Katekyoo Hitman Reborn! Battle Arena,PlayStation Portable,2008,Fighting,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04
13632,LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04
13633,Saint Seiya: The Hades,PlayStation 2,2006,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13634,Saki Portable,PlayStation Portable,2010,Adventure,Alchemist,0.0,0.0,0.04,0.0,0.04
13635,Naruto Shippuuden: Shinobi Retsuden III,DS,2009,Action,Takara Tomy,0.0,0.0,0.04,0.0,0.04
13636,Guild Wars Trilogy,PC,2005,Role-Playing,NCSoft,0.0,0.03,0.0,0.01,0.04
13637,SPRay,Wii,2008,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.04
13638,Outlaw Tennis,Xbox,2005,Sports,Global Star,0.03,0.01,0.0,0.0,0.04
13639,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PlayStation 3,2013,Simulation,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13640,Saint Seiya: Soldiers' Soul,PlayStation 3,2015,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13641,Nike+ Kinect Training,Xbox 360,2012,Sports,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03
13642,No Rules: Get Phat,Game Boy Advance,2001,Action,TDK Mediactive,0.03,0.01,0.0,0.0,0.04
13643,Star Ocean 5: Integrity and Faithlessness,PlayStation 3,2016,Role-Playing,Square Enix,0.0,0.0,0.04,0.0,0.04
13644,Brothers: A Tale of Two Sons,Xbox One,2015,Adventure,505 Games,0.03,0.01,0.0,0.0,0.04
13645,NHL Legacy,PlayStation 3,2015,Action,Electronic Arts,0.03,0.0,0.0,0.01,0.04
13646,Battle Rage,Wii,2008,Shooter,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04
13647,Attack of the Movies 3D,Xbox 360,2010,Shooter,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04
13649,Igor: The Game,DS,2008,Adventure,Legacy Interactive,0.04,0.0,0.0,0.0,0.04
13650,Zombi Daisuki,DS,2011,Action,ChunSoft,0.0,0.0,0.04,0.0,0.04
13651,Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,2014,Action,FuRyu,0.0,0.0,0.04,0.0,0.04
13652,"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",DS,2006,Adventure,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04
13653,Sea Monsters: A Prehistoric Adventure,Wii,2007,Adventure,Zushi Games,0.04,0.0,0.0,0.0,0.04
13654,Get Up and Dance,PlayStation 3,2011,Misc,O-Games,0.03,0.0,0.0,0.0,0.03
13655,Secret Files: Tunguska,PC,2006,Adventure,DreamCatcher Interactive,0.0,0.04,0.0,0.0,0.04
13656,The Monkey King: The Legend Begins,Wii,2007,Shooter,Starfish,0.04,0.0,0.0,0.0,0.04
13657,The Invincible Iron Man,Game Boy Advance,2002,Action,Activision,0.03,0.01,0.0,0.0,0.04
13658,NASCAR 07,Xbox,2006,Racing,Electronic Arts,0.03,0.01,0.0,0.0,0.04
13659,Dance Dance Revolution Disney Mix,PlayStation,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0.0,0.0,0.04
13660,Casual Mania!,DS,2010,Puzzle,Foreign Media Games,0.04,0.0,0.0,0.0,0.04
13661,Maken Shao: Demon Sword,PlayStation 2,2001,Action,Midas Interactive Entertainment,0.0,0.0,0.04,0.0,0.04
13662,Scaler,Xbox,2004,Platform,Global Star,0.03,0.01,0.0,0.0,0.04
13663,Super Robot Taisen OG Infinite Battle,PlayStation 3,2013,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13664,BeatMania IIDX 16: Empress + Premium Best,PlayStation 2,2009,Simulation,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
13665,Emergency Room: Real Life Rescues,DS,2009,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04
13666,FIFA Soccer 2003 (weekly jp sales),PlayStation 2,2002,Sports,Electronic Arts,0.0,0.0,0.04,0.0,0.04
13667,High Heat Baseball 2002,PlayStation,2001,Sports,3DO,0.02,0.02,0.0,0.0,0.04
13668,Nitroplus Blasterz: Heroines Infinite Duel,PlayStation 4,2015,Fighting,Marvelous Interactive,0.01,0.0,0.02,0.0,0.03
13669,Puyo Pop Fever,PlayStation Portable,2004,Puzzle,Ignition Entertainment,0.0,0.0,0.04,0.0,0.04
13670,Thrillville: Off the Rails,DS,2007,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.04
13671,Hana to Ikimo no Rittai Zukan,3DS,2011,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04
13672,Bloody Roar Extreme,Xbox,2003,Fighting,Hudson Soft,0.03,0.01,0.0,0.0,0.04
13674,Split/Second,PC,2010,Racing,Disney Interactive Studios,0.0,0.04,0.0,0.01,0.05
13675,Tennis Masters Series 2003,Xbox,2002,Sports,Microids,0.03,0.01,0.0,0.0,0.04
13676,Resident Evil 6,PC,2012,Shooter,Capcom,0.0,0.04,0.0,0.0,0.04
13677,Amagami,PlayStation Vita,2014,Adventure,Kadokawa Games,0.0,0.0,0.04,0.0,0.04
13678,Dead Head Fred,PlayStation Portable,2007,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04
13679,MLB SlugFest 20-04,GameCube,2003,Sports,Midway Games,0.03,0.01,0.0,0.0,0.04
13680,Pocket Pool,PlayStation Portable,2007,Action,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.04
13681,Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,2005,Misc,Sega,0.0,0.0,0.04,0.0,0.04
13682,Lise no Atelier: Ordre no Renkinjutsushi,DS,2007,Role-Playing,Gust,0.0,0.0,0.04,0.0,0.04
13683,Myth Makers: Trixie in Toyland,Wii,2008,Platform,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04
13684,Arcana Heart 3,PlayStation Vita,2014,Fighting,Arc System Works,0.02,0.0,0.02,0.01,0.05
13685,Torino 2006,Xbox,2006,Sports,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04
13686,Amnesia,PlayStation Portable,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
13687,Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04
13688,Metal Slug 4 & 5,Xbox,2005,Shooter,SNK Playmore,0.03,0.01,0.0,0.0,0.04
13689,Great Battle Full Blast,PlayStation Portable,2012,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13690,Ride to Hell,PlayStation 3,2013,Racing,Deep Silver,0.02,0.01,0.0,0.01,0.04
13691,Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05
13692,Digimon Rumble Arena 2,GameCube,2004,Fighting,Atari,0.03,0.01,0.0,0.0,0.04
13693,NCIS,PC,2011,Adventure,Ubisoft,0.01,0.02,0.0,0.01,0.04
13694,Doki Doki! PreCure Narikiri Life!,3DS,2013,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13695,Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.03,0.0,0.0,0.0,0.03
13696,Rodea the Sky Soldier,3DS,2015,Action,Nippon Ichi Software,0.03,0.0,0.0,0.0,0.03
13697,Major League Baseball 2K12,PC,2012,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04
13698,Watashi no Relaxuma,DS,2007,Simulation,Rocket Company,0.0,0.0,0.04,0.0,0.04
13699,Phantom Kingdom Portable,PlayStation Portable,2011,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04
13700,Pac-Man World Rally,PlayStation Portable,2006,Racing,Namco Bandai Games,0.04,0.0,0.0,0.0,0.04
13701,Way of the Samurai 2 Portable,PlayStation Portable,2009,Action,Spike,0.0,0.0,0.04,0.0,0.04
13702,Challenge Me: Maths Workout,DS,2009,Puzzle,Oxygen Interactive,0.04,0.0,0.0,0.0,0.04
13703,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,2008,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13704,Hellboy: The Science of Evil,PlayStation Portable,2008,Action,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04
13705,Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Puzzle,Avanquest,0.04,0.0,0.0,0.0,0.04
13706,Little Busters! Converted Edition,PlayStation Portable,2010,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04
13707,Unison: Rebels of Rhythm & Dance,PlayStation 2,2000,Misc,Tecmo Koei,0.02,0.02,0.0,0.01,0.05
13708,Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PlayStation 2,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
13709,WTF: Work Time Fun,PlayStation Portable,2005,Puzzle,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.04
13710,The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04
13711,Fashion Week Jr. Designer,DS,2009,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04
13714,Horses 3D,3DS,2012,Misc,Ubisoft,0.04,0.0,0.0,0.0,0.04
13715,LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,0.02,0.02,0.0,0.0,0.04
13716,Bullet Girls 2,PlayStation Vita,2016,Action,D3Publisher,0.0,0.0,0.04,0.0,0.04
13717,The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04
13718,Deadliest Warrior: Ancient Combat,Xbox 360,2012,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04
13719,Zoo Quest: Puzzle Fun!,DS,2008,Puzzle,JoWood Productions,0.04,0.0,0.0,0.0,0.04
13720,Civilization Beyond Earth: Rising Tide,PC,2015,Strategy,Take-Two Interactive,0.0,0.04,0.0,0.0,0.04
13721,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS,2008,Simulation,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
13722,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PlayStation Vita,2016,Misc,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13723,Shukufuku no Campanella Portable,PlayStation Portable,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04
13724,The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.04,0.0,0.0,0.0,0.04
13725,National Geographic Challenge!,PlayStation 3,2011,Misc,Black Bean Games,0.01,0.03,0.0,0.01,0.05
13726,Duke Nukem Trilogy: Critical Mass,DS,2011,Shooter,Deep Silver,0.04,0.0,0.0,0.0,0.04
13727,Beastly Frantic Foto,DS,2011,Puzzle,Storm City Games,0.04,0.0,0.0,0.0,0.04
13728,Chaos;Head - Love Chu*Chu!,PlayStation Portable,2011,Adventure,5pb,0.0,0.0,0.04,0.0,0.04
13729,Yourself Fitness,PlayStation 2,2005,Sports,responDESIGN,0.02,0.02,0.0,0.01,0.05
13730,Rugby Challenge 3,PlayStation 4,2016,Sports,Alternative Software,0.0,0.04,0.0,0.01,0.05
13731,Dungeon Raiders,DS,2009,Role-Playing,Focus Home Interactive,0.04,0.0,0.0,0.0,0.04
13732,Romance of the Three Kingdoms 13,PlayStation 3,2015,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13733,Blood Bowl,PC,2009,Sports,Focus Home Interactive,0.02,0.02,0.0,0.0,0.04
13734,Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.01,0.04
13735,Star Trek: Shattered Universe,Xbox,2004,Simulation,Global Star,0.03,0.01,0.0,0.0,0.04
13736,Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0.0,0.03,0.0,0.01,0.04
13737,12Riven: The Psi-Climinal of Integral,PlayStation 2,2008,Adventure,CyberFront,0.0,0.0,0.04,0.0,0.04
13738,Battle Spirits: Digital Starter,DS,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13739,Farm Frenzy 3,PC,2009,Strategy,Alawar Entertainment,0.0,0.03,0.0,0.01,0.04
13740,Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,0.03,0.0,0.0,0.0,0.03
13741,Lionel Trains: On Track,DS,2006,Action,DSI Games,0.04,0.0,0.0,0.0,0.04
13742,WarJetz,PlayStation 2,2001,Shooter,3DO,0.02,0.02,0.0,0.01,0.05
