,name,platform,year_of_release,genre,publisher,developer,rating
11991,Operation Flashpoint: Red River,PC,2011,Shooter,Codemasters,Codemasters,M
11993,Vanguard Bandits,PlayStation,1998,Strategy,Human Entertainment,S-Neo,T
11994,MLB Front Office Manager,Xbox 360,2009,Sports,Take-Two Interactive,Blue Castle Games,E
11997,Child of Light,PlayStation Vita,2014,Role-Playing,Ubisoft,Ubisoft Montreal,E10+
12001,Silent Hill: Origins,PlayStation 2,2008,Action,Konami Digital Entertainment,Climax Group,M
12011,Harry Potter and the Sorcerer's Stone,Xbox,2003,Action,Electronic Arts,Warthog,E
12025,Damnation,Xbox 360,2009,Shooter,Codemasters,Blue Omega,M
12026,Samurai Warriors,Xbox,2004,Action,Tecmo Koei,Omega Force,T
12030,FIFA Soccer 2004,GameCube,2003,Sports,Electronic Arts,EA Canada,E
12032,Record of Agarest War,PlayStation 3,2007,Role-Playing,Ghostlight,Compile Heart,T
12033,SNK Arcade Classics Vol. 1,Wii,2008,Misc,Ignition Entertainment,SNK Playmore,T
12034,Dave Mirra BMX Challenge,PlayStation Portable,2006,Sports,Oxygen Interactive,Left Field Productions,E
12035,Rayman 3: Hoodlum Havoc,GameCube,2003,Platform,Ubisoft,Ubisoft Shanghai,E
12038,The Guy Game,Xbox,2004,Misc,Gathering of Developers,Top Heavy Studios,M
12043,Ghost in the Shell: Stand Alone Complex,PlayStation Portable,2005,Adventure,Atari,G-Artists,T
12045,Open Season,Wii,2006,Platform,Ubisoft,Ubisoft,E10+
12051,Crimson Sea 2,PlayStation 2,2004,Action,Tecmo Koei,Koei,T
12052,Tokyo Twilight Ghost Hunters,PlayStation Vita,2014,Role-Playing,Aksys Games,TOYBOX,T
12057,Earth Defense Force 2: Invaders from Planet Space,PlayStation Vita,2014,Action,Xseed Games,Sandlot,T
12058,Digimon World Championship,DS,2008,Role-Playing,Namco Bandai Games,Epics,E
12060,RayStorm,PlayStation,1997,Shooter,Sony Computer Entertainment,Taito Corporation,E
12062,Dynasty Warriors 8: Empires,Xbox One,2014,Action,Tecmo Koei,Koei Tecmo Games,T
12067,Catwoman,GameCube,2004,Action,Electronic Arts,Argonaut Games,T
12068,Colosseum: Road to Freedom,PlayStation 2,2005,Role-Playing,Tecmo Koei,Goshow,M
12070,Football Manager 2010,PC,2009,Sports,Sega,Sports Interactive,E
12071,Target: Terror,Wii,2008,Shooter,Konami Digital Entertainment,Leviathan Games,M
12072,Mugen Souls Z,PlayStation 3,2013,Role-Playing,Nippon Ichi Software,Compile Heart,T
12073,BeatMania,PlayStation 2,2006,Simulation,Konami Digital Entertainment,Konami,E10+
12079,Silpheed: The Lost Planet,PlayStation 2,2000,Shooter,Swing! Entertainment,Treasure,T
12081,Real Time Conflict: Shogun Empires,DS,2005,Strategy,Namco Bandai Games,Box Clever Interactive,E10+
12082,Spartan: Total Warrior,GameCube,2005,Action,Sega,Creative Assembly,M
12083,Pitfall: The Lost Expedition,Xbox,2004,Platform,Activision,Edge of Reality,E
12089,River City Ransom EX,Game Boy Advance,2004,Action,Atlus,Million,T
12090,Bionicle Heroes,Xbox 360,2006,Shooter,Eidos Interactive,Traveller's Tales,E10+
12093,Fable: The Lost Chapters,PC,2005,Role-Playing,Microsoft Game Studios,Lionhead Studios,M
12096,Crazy Taxi 2,Dreamcast,2001,Racing,Sega,Hitmaker,T
12097,The Sims 2: Seasons,PC,2007,Simulation,Electronic Arts,Maxis,T
12108,The Testament of Sherlock Holmes,PC,2012,Adventure,Focus Home Interactive,Frogwares,M
12110,Robot Alchemic Drive,PlayStation 2,2002,Action,Enix Corporation,Sandlot,T
12115,Tomb Raider: Legend,DS,2006,Action,Eidos Interactive,Human Soft,T
12116,Warhammer: Battle For Atluma,PlayStation Portable,2006,Action,Namco Bandai Games,Sabertooth Games,T
12118,Eagle Flight,PlayStation 4,2016,Adventure,Ubisoft,"Ubisoft, FunHouse",E10+
12119,Operation: Vietnam,DS,2007,Shooter,Majesco Entertainment,Coyote Console,T
12122,Fighter Maker 2,PlayStation 2,2002,Fighting,Enterbrain,Enterbrain,T
12123,Lifeline,PlayStation 2,2003,Adventure,Sony Computer Entertainment,SCEJ,M
12125,Dragon Valor,PlayStation,1999,Role-Playing,Sony Computer Entertainment,Namco,T
12127,NHL 2005,GameCube,2004,Sports,Electronic Arts,EA Sports,E
12129,Microsoft Flight Simulator 2004: A Century of Flight,PC,2003,Simulation,Microsoft Game Studios,Microsoft Game Studios,E
12132,Anubis II,Wii,2007,Platform,Metro 3D,Data Design Interactive,E
12147,Inversion,PlayStation 3,2012,Shooter,Namco Bandai Games,Saber Interactive,M
12149,Ultimate Marvel vs. Capcom 3,Xbox 360,2011,Fighting,Capcom,Capcom,T
12157,Assassin's Creed Chronicles,PlayStation Vita,2016,Action,Ubisoft,Climax Studios,T
12158,Dragoneer's Aria,PlayStation Portable,2007,Role-Playing,Tecmo Koei,Hit Maker,E10+
12163,N+,DS,2007,Platform,Atari,"Metanet Software Inc., SilverBirch Studios",E
12166,Obscure,PlayStation 2,2004,Adventure,Microids,Hydravision,M
12167,Sega Soccer Slam,GameCube,2002,Sports,Sega,Black Box,E
12173,Deep Labyrinth,DS,2006,Action,505 Games,Interactive Brains,E10+
12175,Spawn: Armageddon,GameCube,2003,Action,Electronic Arts,Point of View,M
12176,God Hand,PlayStation 2,2006,Action,Capcom,Clover Studio,M
12179,Legends of Wrestling II,Game Boy Advance,2002,Fighting,Acclaim Entertainment,Powerhead Games,E
12182,Jurassic Park: Operation Genesis,Xbox,2003,Simulation,Konami Digital Entertainment,Blue Tongue Entertainment,T
12185,RedCard 20-03,PlayStation 2,2002,Sports,Midway Games,Midway,E
12187,Future Tactics: The Uprising,PlayStation 2,2004,Strategy,Crave Entertainment,Zed Two Limited,T
12189,Driver: Parallel Lines,Xbox,2006,Racing,Atari,Reflections Interactive,M
12193,Top Gun,PlayStation 3,2011,Simulation,505 Games,Doublesix,T
12194,Batman: Rise of Sin Tzu,Game Boy Advance,2003,Action,Ubisoft,Ubisoft,E
12198,Dragon Ball Z: Battle of Z,Xbox 360,2014,Fighting,Namco Bandai Games,Artdink,T
12199,World Racing,Xbox,2003,Racing,TDK Mediactive,Synetic,E
12200,Resident Evil 5,PC,2009,Action,Capcom,Capcom,M
12201,X-Men: The Official Game,Game Boy Advance,2006,Action,Activision,WayForward,E10+
12221,The King of Fighters 02/03,PlayStation 2,2005,Fighting,SNK,SNK Playmore,T
12227,Armored Core: Nine Breaker,PlayStation 2,2004,Simulation,505 Games,From Software,T
12229,Terraria,PlayStation 4,2014,Action,505 Games,Engine Software,T
12231,Worms 3D,GameCube,2003,Strategy,Sega,Team 17,T
12233,TRON: Evolution,PC,2010,Action,Disney Interactive Studios,Propaganda Games,T
12238,The Guided Fate Paradox,PlayStation 3,2013,Role-Playing,Nippon Ichi Software,Nippon Ichi Software,T
12239,Mayhem 3D,Xbox 360,2011,Racing,Evolved Games,Zoo Games,E10+
12247,WipEout HD Fury,PlayStation 3,2009,Racing,Sony Computer Entertainment,Studio Liverpool,E10+
12248,Fallout: Brotherhood of Steel,PlayStation 2,2004,Role-Playing,Avalon Interactive,Interplay,M
12253,"Flower, Sun, and Rain",DS,2008,Adventure,Rising Star Games,h.a.n.d. Inc.,T
12254,Gunstar Super Heroes,Game Boy Advance,2005,Shooter,Sega,Treasure,E10+
12258,Cities XL 2012,PC,2011,Strategy,Focus Home Interactive,Monte Cristo Multimedia,E
12259,Worms Forts: Under Siege,Xbox,2004,Strategy,Sega,Team 17,T
12264,Full Spectrum Warrior: Ten Hammers,PlayStation 2,2006,Strategy,THQ,Pandemic Studios,M
12267,Natural Doctrine,PlayStation Vita,2014,Role-Playing,Nippon Ichi Software,Kadokawa,M
12270,Prince of Persia: The Fallen King,DS,2008,Action,Ubisoft,Ubisoft,E
12273,NHL Hitz Pro,Xbox,2003,Sports,Midway Games,Next Level Games,E
12275,Broken Sword 5: The Serpent's Curse,PlayStation 4,2015,Adventure,Revolution Software,Revolution Software,T
12276,Alan Wake,PC,2012,Action,Nordic Games,Remedy Entertainment,T
12281,Risen 3: Titan Lords,Xbox 360,2014,Role-Playing,Deep Silver,Piranha Bytes,M
12282,Steambot Chronicles: Battle Tournament,PlayStation Portable,2008,Fighting,Irem Software Engineering,Irem,E10+
12283,Wings of War,Xbox,2004,Simulation,Take-Two Interactive,Silver Wish Games,T
12284,187: Ride or Die,Xbox,2005,Racing,Ubisoft,Ubisoft Paris,M
12285,RPG Maker 3,PlayStation 2,2004,Role-Playing,Enterbrain,Runtime,E10+
12289,Kabuki Warriors,Xbox,2001,Action,Genki,Light Weight,M
12292,World Poker Tour,Xbox,2005,Misc,Take-Two Interactive,2K Sports,T
12293,Age of Empires III: The Asian Dynasties,PC,2007,Strategy,Microsoft Game Studios,Big Huge Games,T
12295,IL-2 Sturmovik: Birds of Prey,DS,2009,Simulation,505 Games,DiP Interactive,E10+
12304,NanoBreaker,PlayStation 2,2005,Action,Konami Digital Entertainment,KCET,M
12306,Bionicle,Xbox,2003,Action,Electronic Arts,Argonaut Games,E
12307,GRID 2,PC,2013,Racing,Codemasters,Codemasters,E
12312,Criminal Girls: Invite Only,PlayStation Vita,2013,Role-Playing,Nippon Ichi Software,"Image Epoch, Imageepoch",M
12313,Miami Vice: The Game,PlayStation Portable,2006,Shooter,Activision,Rebellion,M
12314,Samurai Warriors Chronicles 3,PlayStation Vita,2014,Action,Tecmo Koei,Omega Force,T
12315,BMX XXX,GameCube,2002,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",M
12318,One Piece: Unlimited World Red,Wii U,2014,Action,Namco Bandai Games,Ganbarion,T
12319,Aggressive Inline,Xbox,2002,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",T
12322,Insecticide,DS,2008,Action,Gamecock,Creat Studios,E10+
12324,XGRA: Extreme G Racing Association,PlayStation 2,2003,Racing,Acclaim Entertainment,Acclaim Studios Cheltenham,T
12334,Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,Nintendo,"Nintendo, Nintendo Software Technology",E
12335,Tournament of Legends,Wii,2010,Fighting,Sega,High Voltage Software,T
12337,Escape from Bug Island,Wii,2006,Action,Eidos Interactive,Spike,M
12344,Gradius Collection,PlayStation Portable,2006,Shooter,Konami Digital Entertainment,M2,E
12347,Fist of the North Star: Ken's Rage 2,Xbox 360,2012,Fighting,Tecmo Koei,Koei,M
12348,Gallop Racer 2004,PlayStation 2,2004,Sports,Zoo Digital Publishing,Tecmo,E
12351,Mobile Suit Gundam Seed: Never Ending Tomorrow,PlayStation 2,2004,Shooter,Namco Bandai Games,Bec,T
12352,F1 2001,Xbox,2001,Racing,Electronic Arts,EA Sports,E
12359,Crimson Gem Saga,PlayStation Portable,2008,Role-Playing,Sega,"IronNos Co.,Ltd.",T
12360,Monster Tale,DS,2011,Platform,Majesco Entertainment,DreamRift,E
12361,Legend of the Dragon,Wii,2007,Fighting,Game Factory,Neko Entertainment,T
12362,Cel Damage,GameCube,2002,Racing,Electronic Arts,Pseudo Interactive,T
12369,Mirror's Edge Catalyst,PC,2016,Platform,Electronic Arts,EA DICE,T
12372,Arc the Lad: End of Darkness,PlayStation 2,2004,Role-Playing,Sony Computer Entertainment,Cattle Call,T
12374,Tom Clancy's Splinter Cell: Pandora Tomorrow,Game Boy Advance,2004,Action,Ubisoft,Ubisoft,T
12378,Tokobot,PlayStation Portable,2005,Platform,Take-Two Interactive,Tecmo,E
12387,Land of the Dead: Road to Fiddler's Green,Xbox,2005,Shooter,Groove Games,Brainbox Games,M
12392,Assetto Corsa,PlayStation 4,2016,Racing,505 Games,Kunos Simulazioni,E
12393,NHL 2K9,Wii,2008,Sports,Take-Two Interactive,Visual Concepts,E10+
12398,"Warhammer 40,000: Squad Command",DS,2007,Strategy,THQ,THQ,T
12400,One Piece: Burning Blood,Xbox One,2016,Fighting,Namco Bandai Games,Spike Chunsoft,T
12401,TrackMania Turbo,Xbox One,2016,Action,Ubisoft,Nadeo,E
12406,Zero Escape: Zero Time Dilemma,PlayStation Vita,2016,Adventure,Aksys Games,"Spike Chunsoft, Chime",M
12407,Bionicle Heroes,DS,2006,Shooter,Eidos Interactive,Amaze Entertainment,T
12408,Mystic Heroes,PlayStation 2,2002,Action,Tecmo Koei,Koei,T
12410,Jurassic Park III: Park Builder,Game Boy Advance,2001,Simulation,Konami Digital Entertainment,Konami,E
12411,Unchained Blades ,PlayStation Portable,2011,Role-Playing,FuRyu,FuRyu,T
12419,Showtime Championship Boxing,Wii,2007,Fighting,Zoo Digital Publishing,Nikitova Games,E10+
12423,Bomberman Land,PlayStation Portable,2007,Misc,Hudson Entertainment,Racjin,E
12430,Steins;Gate,PlayStation 3,2012,Adventure,PQube,Nitro+,M
12431,Nights of Azure,PlayStation 4,2015,Action,Tecmo Koei,Gust,T
12433,Age of Empires Online,PC,2011,Strategy,Microsoft Game Studios,Gas Powered Games,E10+
12434,Earth Defense Force 2017 Portable,PlayStation Vita,2012,Action,D3Publisher,Sandlot,T
12435,Atelier Iris 2: The Azoth Of Destiny,PlayStation 2,2005,Role-Playing,Tecmo Koei,Gust,E10+
12452,From The Abyss,DS,2008,Role-Playing,Nobilis,Sonic Powered,E
12456,The LEGO Movie Videogame,PC,2014,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
12457,DuckTales: Remastered,Wii U,2013,Action,Capcom,WayForward,E
12458,Giants: Citizen Kabuto,PlayStation 2,2001,Shooter,Interplay,Digital Mayhem,T
12462,MX vs. ATV Supercross,Xbox 360,2014,Racing,Nordic Games,Nordic Games Publishing,E
12463,Grand Kingdom,PlayStation Vita,2015,Role-Playing,Nippon Ichi Software,Spike Chunsoft,T
12466,LEGO Batman: The Videogame,PC,2008,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,E10+
12467,Alone in the Dark,PlayStation 2,2008,Adventure,Atari,Hydravision,M
12468,Muppets Party Cruise,PlayStation 2,2003,Misc,TDK Mediactive,Mass Media,E
12477,Earth Defense Force 4.1: The Shadow of New Despair,PlayStation 4,2015,Shooter,Xseed Games,Sandlot,M
12487,Cold Fear,Xbox,2005,Action,Ubisoft,Darkworks,M
12492,The Technomancer,PlayStation 4,2016,Role-Playing,Focus Home Interactive,Spiders,M
12499,Theme Park,DS,2007,Simulation,Electronic Arts,EA Japan Studio,E
12500,Call of Cthulhu: Dark Corners of the Earth,Xbox,2005,Adventure,Take-Two Interactive,Headfirst Productions,M
12502,Blur,PC,2010,Racing,Activision,Bizarre Creations,E10+
12504,The Next BIG Thing,PC,2011,Adventure,Focus Home Interactive,Pendulo Studios,E10+
12512,Alien Syndrome,Wii,2007,Role-Playing,Sega,Totally Games,T
12513,Vexx,GameCube,2003,Platform,Acclaim Entertainment,Acclaim,T
12519,Secret Files: Tunguska,Wii,2008,Adventure,Koch Media,"10tacle Studios, Fusionsphere Systems",T
12521,Unreal Tournament III,PC,2007,Shooter,Midway Games,Epic Games,M
12522,Disney Sports Skateboarding,GameCube,2002,Sports,Konami Digital Entertainment,KCEO,E
12528,Terminator 3: The Redemption,Xbox,2004,Shooter,Atari,Paradigm Entertainment,T
12529,Arkanoid DS,DS,2007,Puzzle,Square Enix,Taito Corporation,E
12530,Call of Duty 2,PC,2005,Shooter,Activision,Infinity Ward,T
12531,Big Bang Mini,DS,2009,Shooter,SouthPeak Games,Arkedo Studio,E
12536,Serious Sam II,Xbox,2005,Shooter,Take-Two Interactive,Croteam,M
12538,Song of the Deep,Xbox One,2016,Action,Insomniac Games,Insomniac Games,E
12544,Dead Rising 2: Off the Record,PC,2011,Action,Capcom,Capcom Vancouver,M
12545,Flipnic: Ultimate Pinball,PlayStation 2,2003,Misc,Ubisoft,SCEI,E
12553,The Witcher,PC,2007,Role-Playing,Atari,CD Projekt Red Studio,M
12570,Coded Arms: Contagion,PlayStation Portable,2007,Shooter,Konami Digital Entertainment,Creat Studios,T
12573,S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,Namco Bandai Games,GSC Game World,M
12583,Create,PC,2010,Action,Electronic Arts,EA Bright Light,E
12594,Commandos: Strike Force,PlayStation 2,2006,Shooter,Eidos Interactive,Pyro Studios,T
12595,Mobile Suit Gundam: Gundam vs. Zeta Gundam,PlayStation 2,2004,Shooter,Namco Bandai Games,Capcom,T
12598,Guilty Gear X: Advance Edition,Game Boy Advance,2002,Fighting,Sammy Corporation,Arc System Works,T
12601,Warriors of the Lost Empire,PlayStation Portable,2007,Role-Playing,Mercury Games,Platinum Egg,T
12605,Devil's Third,Wii U,2015,Action,Nintendo,Valhalla Game Studios,M
12608,Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,Quicksilver Software,E
12609,Oddworld: Munch's Oddysee,Game Boy Advance,2003,Platform,THQ,Art,E
12621,Broken Sword: The Shadow of the Templars,Game Boy Advance,2002,Adventure,BAM! Entertainment,Revolution Software,T
12622,Resident Evil - Code: Veronica X,GameCube,2003,Action,Capcom,Nex Entertainment,M
12628,Trapt,PlayStation 2,2005,Action,Tecmo Koei,Paon Corporation,M
12630,Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,Marvelous Entertainment,Marvelous Inc.,T
12634,Worms 3D,Xbox,2003,Strategy,Sega,Team 17,T
12637,PoPoLoCrois,PlayStation Portable,2005,Role-Playing,Ignition Entertainment,G-Artists,E
12638,Dragon Rage,PlayStation 2,2001,Shooter,3DO,3DO,T
12639,Theresia...,DS,2008,Adventure,Arc System Works,WorkJam,M
12640,Sacred 2: Fallen Angel,PC,2008,Role-Playing,Ascaron Entertainment GmbH,"Ascaron Entertainment GmbH, Ascaron Entertainment",M
12642,Adventure Time: The Secret of the Nameless Kingdom,Xbox 360,2014,Action,Little Orbit,WayForward,E10+
12643,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,Konami Digital Entertainment,Konami,E
12646,Jumper: Griffin's Story,Xbox 360,2008,Action,Eidos Interactive,Red Tribe,T
12652,Tron 2.0: Killer App,Xbox,2004,Action,Disney Interactive Studios,Climax Group,T
12659,The Fast and the Furious,PlayStation 2,2006,Racing,Namco Bandai Games,Eutechnyx,T
12669,Vampire Rain: Altered Species,PlayStation 3,2008,Action,Ignition Entertainment,Artoon,M
12670,The History Channel: Battle for the Pacific,Xbox 360,2007,Shooter,Activision,Cauldron Ltd.,T
12672,Racing Gears Advance,Game Boy Advance,2004,Racing,Zoo Digital Publishing,"Orbital Media, Inc.",E
12679,Inversion,Xbox 360,2012,Shooter,Namco Bandai Games,Saber Interactive,M
12682,Need for Speed: Shift,PC,2009,Racing,Electronic Arts,Slightly Mad Studios,E
12683,Mercury Meltdown,PlayStation Portable,2006,Action,Atari,Ignition Entertainment,E
12684,Exist Archive: The Other Side of the Sky,PlayStation Vita,2015,Role-Playing,Aksys Games,Tri-Ace,T
12685,Zoo Tycoon 2,PC,2004,Strategy,Microsoft Game Studios,Blue Fang Games,E
12689,Brave: A Warrior's Tale,Xbox 360,2009,Action,SouthPeak Games,Collision Studios,E10+
12700,Fatal Frame,Xbox,2002,Action,Tecmo Koei,Tecmo,T
12701,Urban Chaos: Riot Response,PlayStation 2,2006,Shooter,Eidos Interactive,Rocksteady Studios,M
12702,Tom Clancy's Ghost Recon: Advanced Warfighter,PlayStation 2,2006,Shooter,Ubisoft,Ubisoft Shanghai,T
12705,Ivy the Kiwi?,Wii,2010,Puzzle,Rising Star Games,Prope,E
12706,Resident Evil 2,GameCube,2003,Action,Capcom,Capcom,M
12710,Catwoman,Xbox,2004,Action,Electronic Arts,EA Games,T
12714,Top Gun: Hard Lock,Xbox 360,2012,Action,505 Games,505 Games,T
12716,Warriors Orochi 2,Xbox 360,2008,Action,Tecmo Koei,Omega Force,T
12717,Mana Khemia: Alchemists of Al-Revis,PlayStation 2,2007,Role-Playing,Nippon Ichi Software,Gust,E10+
12720,Street Fighter V,PC,2016,Fighting,Capcom,Capcom,T
12725,Zone of the Enders: The Fist of Mars,Game Boy Advance,2001,Role-Playing,Konami Digital Entertainment,WinkySoft,E
12729,MX vs. ATV Supercross Encore,PlayStation 4,2015,Sports,Nordic Games,Rainbow Studios,E
12730,Gun Showdown,PlayStation Portable,2006,Action,Activision,"Rebellion, Neversoft Entertainment",M
12734,Tiger Woods PGA Tour 08,DS,2007,Sports,Electronic Arts,Exient Entertainment,E
12736,Constantine,Xbox,2005,Action,SCi,Bits Studios,M
12737,Tom Clancy's Splinter Cell: Double Agent,GameCube,2006,Action,Ubisoft,Ubisoft Montreal,M
12742,Samurai Shodown Anthology,Wii,2008,Fighting,Ignition Entertainment,SNK Playmore,T
12743,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007,Shooter,THQ,GSC Game World,M
12744,Nanostray,DS,2005,Shooter,Majesco Entertainment,Shin'en,E
12749,Samurai Jack: The Shadow of Aku,PlayStation 2,2004,Action,Sega,Adrenium,T
12752,Tropico 5,Xbox 360,2014,Simulation,Kalypso Media,Haemimont,T
12757,Rugby World Cup 2015,PlayStation 4,2015,Sports,Ubisoft,HB Studios Multimedia,E
12759,Lost Kingdoms II,GameCube,2003,Role-Playing,Activision,From Software,T
12760,Aggressive Inline,GameCube,2002,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",T
12761,Viewtiful Joe: Red Hot Rumble,GameCube,2005,Action,Capcom,Clover Studio,T
12763,Blade Dancer: Lineage of Light,PlayStation Portable,2006,Role-Playing,Atari,Hit Maker,E10+
12765,X-Men: Destiny,DS,2011,Action,Activision,Silicon Knights,E10+
12768,The Sims 2: University,PC,2005,Simulation,Electronic Arts,Maxis,T
12770,Generation of Chaos,PlayStation Portable,2005,Role-Playing,Midas Interactive Entertainment,Idea Factory,T
12774,Pump It Up: Exceed,PlayStation 2,2005,Misc,Mastiff,Andamiro U.S.A. Corp.,T
12777,Tokyo Twilight Ghost Hunters,PlayStation 3,2014,Role-Playing,Aksys Games,TOYBOX,T
12779,MotorStorm RC,PlayStation Vita,2012,Racing,Sony Computer Entertainment,Evolution Studios,E
12783,Harry Potter and the Sorcerer's Stone,PC,2001,Action,Electronic Arts,KnowWonder,E
12787,Scurge: Hive,DS,2006,Action,SouthPeak Games,"Orbital Media, Inc.",E10+
12789,Remember Me,PC,2013,Action,Capcom,DONTNOD Entertainment,M
12813,NBA Live 07,Xbox,2006,Sports,Electronic Arts,EA Sports,E
12823,Ride to Hell,Xbox 360,2013,Racing,Deep Silver,"Eutechnyx, Deep Silver",M
12829,The Saboteur,PC,2009,Action,Electronic Arts,Pandemic Studios,M
12832,Hail to the Chimp,Xbox 360,2008,Misc,Gamecock,Wideload Games Inc.,T
12833,Tom Clancy's Rainbow Six 3,GameCube,2004,Shooter,Ubisoft,Ubisoft Shanghai,M
12835,Rocket League,PC,2016,Sports,505 Games,Psyonix,E
12843,V-Rally 3,PlayStation 2,2002,Racing,Atari,Eden Studios,E
12846,Mirror's Edge,PC,2009,Platform,Electronic Arts,EA DICE,T
12847,Titan Quest,PC,2006,Role-Playing,THQ,Iron Lore Entertainment,T
12848,Amazing Island,GameCube,2004,Strategy,Sega,Hitmaker,E
12853,Izuna 2: The Unemployed Ninja Returns,DS,2007,Role-Playing,Success,Ninja Studio,T
12859,Gothic 3,PC,2006,Role-Playing,JoWood Productions,Piranha Bytes,T
12864,7 Days to Die,Xbox One,2016,Action,Telltale Games,The Fun Pimps Entertainment LLC,M
12868,Alvin and the Chipmunks,Wii,2007,Misc,Eidos Interactive,Sensory Sweep,E
12869,Final Fight: Streetwise,PlayStation 2,2006,Action,Capcom,Capcom,M
12870,Speed Kings,Xbox,2003,Racing,Acclaim Entertainment,Climax Group,E
12871,Rebelstar: Tactical Command,Game Boy Advance,2005,Strategy,Atari,Codo Games,E10+
12872,F1 2010,PC,2010,Racing,Codemasters,Codemasters Birmingham,E
12873,Gladiator: Sword of Vengeance,Xbox,2003,Action,Acclaim Entertainment,Acclaim Studios Manchester,M
12876,Bombastic,PlayStation 2,2002,Puzzle,Capcom,Shift,E
12885,Coraline,Wii,2009,Action,D3Publisher,Papaya Studios,E10+
12893,Wing Commander: Prophecy,Game Boy Advance,2003,Simulation,"Destination Software, Inc",Raylight Studios,T
12895,Marc Ecko's Getting Up: Contents Under Pressure,PlayStation 2,2006,Action,Atari,Double Helix Games,M
12898,Sega Soccer Slam,Xbox,2002,Sports,Sega,Black Box,E
12899,Enemy Front,PlayStation 3,2014,Shooter,City Interactive,CI Games,M
12910,Front Mission Evolved,PC,2010,Shooter,Square Enix,Double Helix Games,T
12915,Dynasty Warriors 5,Xbox,2005,Action,Tecmo Koei,Omega Force,T
12928,Murdered: Soul Suspect,PC,2014,Action,Square Enix,Airtight Games,M
12931,Rez,PlayStation 2,2001,Shooter,Sony Computer Entertainment,UGA,E
12934,Neverland Card Battles,PlayStation Portable,2008,Role-Playing,Idea Factory,Idea Factory,T
12935,Lufia: The Ruins of Lore,Game Boy Advance,2002,Role-Playing,Taito,Taito Corporation,E
12936,UEFA Euro 2004: Portugal,Xbox,2004,Sports,Electronic Arts,EA Canada,E
12937,Airline Tycoon 2,PC,2011,Simulation,Kalypso Media,Kalypso,E
12944,Medabots: Infinity,GameCube,2003,Role-Playing,Ubisoft,Imagineer,E
12956,IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,Ubisoft,1C: Maddox Games,T
12958,NFL Blitz Pro,Xbox,2003,Sports,Midway Games,Midway,E
12963,Black Sigil: Blade of the Exiled,DS,2009,Role-Playing,Graffiti,Studio Archcraft,E
12964,Death Jr. II: Root of Evil,PlayStation Portable,2006,Platform,Konami Digital Entertainment,Backbone Entertainment,T
12965,Wakeboarding Unleashed Featuring Shaun Murray,Xbox,2003,Sports,Activision,Shaba Games,E
12966,Mighty No. 9,PlayStation 4,2016,Platform,Deep Silver,Inti Creates,E10+
12969,Samurai Champloo: Sidetracked,PlayStation 2,2006,Action,Namco Bandai Games,Grasshopper Manufacture,T
12978,Medal of Honor: Airborne,PC,2007,Shooter,Electronic Arts,Electronic Arts,T
12991,Men of War: Assault Squad,PC,2011,Strategy,1C Company,"THQ, 1C, 1C Company",T
12994,Rhapsody: A Musical Adventure,DS,2008,Role-Playing,Nippon Ichi Software,Nippon Ichi Software,E
13001,Dead Island Definitive Collection,Xbox One,2016,Action,Deep Silver,Techland,M
13002,PAC-MAN and the Ghostly Adventures,Wii U,2013,Platform,Namco Bandai Games,"Namco Bandai Games, Monkey Bar Games",E10+
13005,Virtua Striker 2002,GameCube,2002,Sports,Sega,Amusement Vision,E
13007,UEFA Champions League 2006-2007,Xbox 360,2007,Sports,Electronic Arts,EA Canada,E
13010,F1 2015,PC,2015,Racing,Codemasters,Codemasters,E
13014,Aliens in the Attic,DS,2009,Action,Playlogic Game Factory,Engine Software,E10+
13017,Hunted: The Demon's Forge,PC,2011,Action,Bethesda Softworks,InXile Entertainment,M
13025,Otogi 2: Immortal Warriors,Xbox,2003,Action,Sega,From Software,T
13026,Legend of Kay,PlayStation 2,2005,Action,JoWood Productions,Neon Studios,E10+
13028,Lucha Libre AAA: Heroes del Ring,Xbox 360,2010,Fighting,Konami Digital Entertainment,Immersion Software & Graphics,T
13029,Piglet's Big Game,GameCube,2003,Platform,Gotham Games,Doki Denki,E
13030,Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft,Ubisoft,T
13032,Fallout: Brotherhood of Steel,Xbox,2004,Role-Playing,Avalon Interactive,Interplay,M
13034,IndyCar Series,Xbox,2003,Racing,Codemasters,Codemasters,E
13041,Killing Floor 2 ,PlayStation 4,2016,Shooter,Tripwire Interactive,Tripwire Interactive,M
13043,Ferrari F355 Challenge,PlayStation 2,2002,Racing,Sony Computer Entertainment,Sega AM2,E
